,Image Name,PSNR,SSIM,CC
0,extracted_from_watermarked_image_image01sipi.png,13.544345950879258,0.7436678553694708,0.8746796307514109
1,extracted_from_watermarked_image_image04sipi.png,13.802997459522171,0.7470517737097939,0.8931116421901527
2,extracted_from_watermarked_image_image07sipi.png,13.835757888181508,0.7425654277129464,0.8802921231791383
3,extracted_from_watermarked_image_image08sipi.png,13.974477417560959,0.7596297062104336,0.9158491610293569
4,extracted_from_watermarked_image_image10sipi.png,14.111083132843714,0.7542578148991863,0.8897102695975693
5,extracted_from_watermarked_image_image12sipi.png,13.998089812620337,0.747262002961075,0.8856945491823117
6,extracted_from_watermarked_image_image13sipi.png,13.986249602863332,0.7582050695165652,0.8911019989267184
7,extracted_from_watermarked_image_image13sipi.png,13.646565747868591,0.7375867489640083,0.8744402788119331
8,extracted_from_watermarked_image_peppersipi.png,14.646522745058274,0.7705030506925848,0.9172362423195078
9,extracted_from_watermarked_image_planesipi.png,14.144963437017516,0.7579146289617134,0.9084944295252879
10,extracted_from_watermarked_image_planesipi.png,13.696113504490512,0.7436154879276257,0.8778992761546824
11,extracted_from_watermarked_image_planesipi.png,14.477762593085878,0.7777990058701897,0.9100180965606313
12,extracted_from_watermarked_image_planesipi.png,14.297092583317625,0.7633748931574118,0.8973352563463421
13,extracted_from_watermarked_image_planesipi.png,13.525978314931939,0.7609009400102962,0.9003329854095018
14,extracted_from_watermarked_image_planesipi.png,13.93602852384587,0.7622807639382105,0.8987693533223744
15,extracted_from_watermarked_image_planesipi.png,14.21740808179785,0.75989855930673,0.9025146483674129
